ID,year,age,sex,status,education,jobclass,health,health_ins,logwage,wage
2245,2004,40,Male,Married,College Grad,Information,Very Good,Yes,4.716003344,111.7208494
2246,2009,38,Male,Married,Advanced Degree,Information,Very Good,Yes,5.197280558,180.7799522
2247,2003,63,Male,Married,Some College,Information,Very Good,No,4.698970004,109.8339856
2248,2008,45,Male,Never Married,College Grad,Industrial,Very Good,Yes,3.602059991,36.6737042
2249,2008,32,Male,Married,HS Grad,Information,Good,No,4.301029996,73.77574327
2250,2009,37,Male,Married,College Grad,Information,Very Good,Yes,4.591064607,98.59934386
2251,2004,37,Male,Divorced,HS Grad,Industrial,Good,No,4.051152522,57.46364704
2252,2008,41,Male,Married,Advanced Degree,Information,Very Good,No,4.77815125,118.8843593
2253,2005,45,Male,Never Married,College Grad,Information,Good,Yes,4.414973348,82.6796373
2254,2008,22,Male,Never Married,Some College,Industrial,Very Good,No,4.397940009,81.28325328
2255,2005,58,Male,Married,Advanced Degree,Information,Very Good,Yes,5.426969712,227.458934
2256,2003,44,Male,Married,HS Grad,Information,Very Good,Yes,4.51851394,91.69922611
2257,2007,39,Male,Married,Some College,Information,Good,Yes,4.755874856,116.2653241
2258,2005,40,Male,Married,HS Grad,Industrial,Good,Yes,4.954242509,141.7751723
2259,2003,33,Male,Never Married,Some College,Information,Very Good,Yes,4.397940009,81.28325328
2260,2006,35,Male,Married,Advanced Degree,Industrial,Very Good,No,4.511883361,91.09321847
2261,2009,63,Male,Married,Advanced Degree,Industrial,Very Good,No,4.740362689,114.4757133
2262,2003,45,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.079181246,160.6424754
2263,2008,31,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
2264,2003,41,Male,Never Married,Advanced Degree,Industrial,Good,Yes,4.531478917,92.89584479
2265,2008,66,Male,Married,Advanced Degree,Information,Very Good,Yes,5.623217234,276.7784133
2266,2009,45,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.414973348,82.6796373
2267,2007,47,Male,Never Married,Some College,Industrial,Very Good,No,4.602059991,99.6894637
2268,2006,35,Male,Married,HS Grad,Information,Good,Yes,4.826074803,124.7204462
2269,2005,52,Male,Married,HS Grad,Information,Good,No,4.612783857,100.7642728
2270,2003,62,Male,Married,College Grad,Information,Good,Yes,5.13462329,169.8003423
2271,2003,47,Male,Married,HS Grad,Industrial,Very Good,Yes,4.414973348,82.6796373
2272,2004,40,Male,Married,Some College,Industrial,Very Good,Yes,4.919078092,136.8763676
2273,2006,41,Male,Married,Advanced Degree,Information,Very Good,Yes,5.626899559,277.7994802
2274,2009,48,Male,Married,HS Grad,Information,Very Good,Yes,4.77815125,118.8843593
2275,2005,55,Male,Married,College Grad,Information,Very Good,Yes,4.77815125,118.8843593
2276,2009,64,Male,Married,HS Grad,Information,Very Good,Yes,4.740362689,114.4757133
2277,2004,29,Male,Married,College Grad,Industrial,Very Good,Yes,4.113943352,61.18752643
2278,2003,49,Male,Married,Some College,Industrial,Very Good,Yes,4.77815125,118.8843593
2279,2009,32,Male,Married,College Grad,Industrial,Very Good,Yes,4.892094603,133.2323508
2280,2006,41,Male,Married,HS Grad,Industrial,Very Good,Yes,4.414973348,82.6796373
2281,2004,58,Male,Married,Some College,Industrial,Very Good,Yes,5,148.4131591
2282,2003,41,Male,Married,Some College,Industrial,Very Good,Yes,5,148.4131591
2283,2007,34,Male,Never Married,Some College,Information,Good,Yes,4.574031268,96.93409046
2284,2004,43,Male,Married,College Grad,Information,Very Good,Yes,5.041392685,154.685293
2285,2003,23,Male,Never Married,Less than HS Grad,Information,Good,No,4.477121255,87.98103279
2286,2003,40,Male,Never Married,Advanced Degree,Industrial,Very Good,Yes,4.633468456,102.8702469
2287,2007,46,Male,Married,Advanced Degree,Information,Very Good,Yes,5.641005851,281.7459706
2288,2004,35,Male,Married,College Grad,Industrial,Very Good,No,4.672097858,106.9218141
2289,2007,42,Male,Never Married,Advanced Degree,Information,Very Good,Yes,5.000008686,148.4144482
2290,2009,47,Male,Separated,HS Grad,Industrial,Very Good,No,4.716003344,111.7208494
2291,2007,45,Male,Married,HS Grad,Industrial,Very Good,Yes,5,148.4131591
2292,2008,34,Male,Never Married,College Grad,Information,Very Good,Yes,4.69019608,108.8745258
2293,2004,57,Male,Married,HS Grad,Industrial,Very Good,Yes,4.653212514,104.9215065
2294,2005,32,Male,Never Married,Some College,Information,Very Good,Yes,4.456366033,86.17378673
2295,2009,55,Male,Divorced,HS Grad,Information,Good,Yes,4.633468456,102.8702469
2296,2008,22,Male,Never Married,College Grad,Information,Very Good,No,4.334453751,76.28327785
2297,2005,51,Male,Married,HS Grad,Information,Very Good,Yes,4.826074803,124.7204462
2298,2006,26,Male,Never Married,HS Grad,Industrial,Good,No,4.204119983,66.96164432
2299,2004,27,Male,Never Married,College Grad,Information,Very Good,No,4,54.59815003
2300,2004,34,Male,Married,College Grad,Information,Very Good,Yes,5.113943352,166.3249412
2301,2007,48,Male,Married,HS Grad,Information,Very Good,Yes,4.51854026,91.70163967
2302,2008,23,Male,Married,HS Grad,Industrial,Very Good,No,4.361142088,78.346562
2303,2003,41,Male,Married,HS Grad,Industrial,Very Good,Yes,4.716003344,111.7208494
2304,2009,49,Male,Divorced,Advanced Degree,Information,Very Good,Yes,5.021189299,151.5914842
2305,2005,47,Male,Married,Advanced Degree,Information,Good,Yes,4.792391689,120.5894365
2306,2005,35,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.763427994,117.1468169
2307,2007,50,Male,Married,HS Grad,Industrial,Very Good,Yes,4.40654018,81.98531783
2308,2006,55,Male,Married,HS Grad,Industrial,Good,Yes,4.924279286,137.5901428
2309,2009,69,Male,Married,HS Grad,Industrial,Good,Yes,3.698970004,40.40566526
2310,2004,45,Male,Married,HS Grad,Industrial,Very Good,Yes,5.041392685,154.685293
2311,2005,40,Male,Married,Some College,Industrial,Good,Yes,5.041392685,154.685293
2312,2005,47,Male,Never Married,College Grad,Information,Very Good,Yes,4.965116998,143.3253181
2313,2008,22,Male,Never Married,Some College,Industrial,Very Good,Yes,4.361727836,78.3924668
2314,2003,42,Male,Divorced,HS Grad,Industrial,Very Good,No,4.447158031,85.38394038
2315,2008,47,Male,Married,College Grad,Information,Very Good,Yes,5.071882007,159.4741767
2316,2005,48,Male,Married,HS Grad,Industrial,Very Good,No,4.193124598,66.22940829
2317,2009,28,Male,Never Married,HS Grad,Industrial,Very Good,No,4.716003344,111.7208494
2318,2005,49,Male,Never Married,Some College,Industrial,Good,Yes,4.507855872,90.72707931
2319,2009,51,Male,Divorced,HS Grad,Industrial,Good,Yes,4.857332496,128.6804882
2320,2003,58,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5,148.4131591
2321,2005,32,Male,Never Married,Some College,Information,Good,Yes,4.740362689,114.4757133
2322,2009,55,Male,Married,HS Grad,Industrial,Good,Yes,4.477121255,87.98103279
2323,2007,49,Male,Married,HS Grad,Information,Good,Yes,4.544068044,94.07271475
2324,2004,46,Male,Married,HS Grad,Industrial,Very Good,No,4.477121255,87.98103279
2325,2003,44,Male,Married,Advanced Degree,Information,Good,Yes,5.204119983,182.020621
2326,2003,25,Male,Married,Some College,Industrial,Very Good,Yes,4.477121255,87.98103279
2327,2004,73,Male,Divorced,Less than HS Grad,Industrial,Good,Yes,4.531478917,92.89584479
2328,2004,18,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.278753601,72.15045568
2329,2005,52,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.806179974,122.2636739
2330,2008,28,Male,Married,HS Grad,Industrial,Very Good,No,4.278753601,72.15045568
2331,2004,51,Male,Married,HS Grad,Industrial,Very Good,No,4.414973348,82.6796373
2332,2009,44,Male,Married,College Grad,Information,Very Good,Yes,5.176091259,176.9896505
2333,2008,44,Male,Married,Some College,Information,Very Good,Yes,4.954242509,141.7751723
2334,2003,29,Male,Married,HS Grad,Industrial,Very Good,Yes,4.556302501,95.23071257
2335,2006,48,Male,Married,College Grad,Information,Good,No,4.954242509,141.7751723
2336,2006,62,Male,Married,HS Grad,Information,Good,Yes,4.62324929,101.8243521
2337,2004,40,Male,Married,Advanced Degree,Information,Very Good,Yes,4.880813592,131.7378012
2338,2003,24,Male,Never Married,Some College,Industrial,Good,No,4.194569839,66.32519494
2339,2003,48,Male,Married,College Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
2340,2008,54,Male,Married,Advanced Degree,Information,Good,Yes,5.096910013,163.515864
2341,2003,69,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.740362689,114.4757133
2342,2006,48,Male,Married,HS Grad,Industrial,Good,No,4.812913357,123.0896998
2343,2003,73,Male,Married,Less than HS Grad,Industrial,Very Good,No,3.693726949,40.19437052
2344,2009,30,Male,Married,Some College,Information,Very Good,No,4.255802985,70.5134157
2345,2003,41,Male,Never Married,Some College,Information,Good,No,4.301029996,73.77574327
2346,2009,48,Male,Married,Less than HS Grad,Information,Very Good,No,4.613926348,100.8794609
2347,2004,63,Male,Married,College Grad,Information,Very Good,Yes,4.431363764,84.04595765
2348,2003,29,Male,Married,Some College,Information,Very Good,No,4.447158031,85.38394038
2349,2004,40,Male,Married,Some College,Industrial,Very Good,Yes,4.954242509,141.7751723
2350,2007,52,Male,Married,Some College,Information,Good,Yes,4.511883361,91.09321847
2351,2008,54,Male,Separated,HS Grad,Industrial,Good,Yes,4.740362689,114.4757133
2352,2009,33,Male,Married,College Grad,Industrial,Very Good,Yes,5.590617833,267.9010869
2353,2004,42,Male,Married,College Grad,Information,Good,Yes,5.079181246,160.6424754
2354,2007,31,Male,Married,HS Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
2355,2006,46,Male,Married,Some College,Information,Very Good,Yes,4.939324525,139.6758702
2356,2008,44,Male,Married,College Grad,Industrial,Very Good,Yes,4.829303773,125.1238157
2357,2009,45,Male,Separated,HS Grad,Industrial,Very Good,No,4.73239376,113.5670896
2358,2003,40,Male,Married,HS Grad,Industrial,Very Good,No,5.204119983,182.020621
2359,2005,31,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.633468456,102.8702469
2360,2006,19,Male,Never Married,HS Grad,Industrial,Very Good,No,4.342422681,76.89360252
2361,2003,43,Male,Married,HS Grad,Industrial,Good,Yes,4.698970004,109.8339856
2362,2007,56,Male,Married,College Grad,Information,Very Good,Yes,4.959041392,142.4571699
2363,2006,55,Male,Married,Some College,Industrial,Very Good,Yes,4.62324929,101.8243521
2364,2006,59,Male,Married,Advanced Degree,Information,Good,Yes,4.77815125,118.8843593
2365,2009,49,Male,Divorced,Less than HS Grad,Information,Good,Yes,4.633468456,102.8702469
2366,2009,42,Male,Married,College Grad,Industrial,Very Good,Yes,4.857332496,128.6804882
2367,2008,27,Male,Never Married,HS Grad,Industrial,Very Good,No,4.113943352,61.18752643
2368,2003,34,Male,Never Married,HS Grad,Industrial,Good,No,4.397974751,81.28607729
2369,2008,47,Male,Married,College Grad,Information,Very Good,Yes,5.623217234,276.7784133
2370,2003,35,Male,Married,Advanced Degree,Information,Very Good,Yes,5.591980114,268.266292
2371,2004,33,Male,Married,Some College,Information,Very Good,Yes,4.653212514,104.9215065
2372,2003,35,Male,Married,HS Grad,Industrial,Very Good,Yes,4.973127854,144.4780877
2373,2004,40,Male,Married,Some College,Information,Good,Yes,4.77815125,118.8843593
2374,2004,53,Male,Married,College Grad,Information,Very Good,No,4.544068044,94.07271475
2375,2007,47,Male,Married,College Grad,Information,Very Good,Yes,4.301029996,73.77574327
2376,2006,45,Male,Never Married,Advanced Degree,Information,Very Good,Yes,5.278753601,196.1252726
2377,2009,34,Male,Married,College Grad,Industrial,Very Good,Yes,5.130333768,169.07354
2378,2006,25,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.243038049,69.6190369
2379,2006,56,Male,Married,College Grad,Information,Very Good,No,4.826074803,124.7204462
2380,2005,54,Male,Married,Some College,Information,Very Good,Yes,4.749427099,115.5180852
2381,2003,41,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.491361694,89.24288466
2382,2008,46,Male,Married,Advanced Degree,Information,Very Good,Yes,5.623217234,276.7784133
2383,2004,44,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.139879086,170.6951277
2384,2004,44,Male,Divorced,College Grad,Information,Good,Yes,4.602059991,99.6894637
2385,2005,46,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
2386,2009,38,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
2387,2008,36,Male,Married,HS Grad,Industrial,Very Good,No,4.857332496,128.6804882
2388,2009,27,Male,Never Married,College Grad,Information,Very Good,Yes,4.602059991,99.6894637
2389,2008,33,Male,Married,HS Grad,Industrial,Good,No,4.857332496,128.6804882
2390,2006,56,Male,Married,HS Grad,Industrial,Good,Yes,4.944482672,140.3982002
2391,2005,52,Male,Married,HS Grad,Information,Very Good,Yes,4.716003344,111.7208494
2392,2008,33,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.832508913,125.5254984
2393,2008,32,Male,Married,College Grad,Industrial,Very Good,No,4.544068044,94.07271475
2394,2008,39,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
2395,2005,22,Male,Never Married,HS Grad,Industrial,Good,No,4.278753601,72.15045568
2396,2009,53,Male,Married,College Grad,Industrial,Very Good,No,4.653212514,104.9215065
2397,2006,36,Male,Married,College Grad,Industrial,Very Good,Yes,5.626899559,277.7994802
2398,2005,37,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.301029996,73.77574327
2399,2008,40,Male,Married,HS Grad,Information,Very Good,Yes,4.875061263,130.9821774
2400,2005,51,Male,Married,HS Grad,Industrial,Good,Yes,4.35945602,78.21457569
2401,2008,40,Male,Married,HS Grad,Information,Very Good,Yes,4.505149978,90.48191336
2402,2006,56,Male,Married,Advanced Degree,Information,Very Good,Yes,4.763427994,117.1468169
2403,2009,50,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
2404,2009,49,Male,Married,HS Grad,Industrial,Very Good,Yes,5.113943352,166.3249412
2405,2007,32,Male,Married,Less than HS Grad,Information,Very Good,No,4.397940009,81.28325328
2406,2004,21,Male,Never Married,HS Grad,Information,Very Good,Yes,4.431363764,84.04595765
2407,2004,48,Male,Married,College Grad,Information,Good,Yes,4.740362689,114.4757133
2408,2007,48,Male,Married,Some College,Industrial,Very Good,Yes,4.301029996,73.77574327
2409,2004,32,Male,Married,Some College,Industrial,Very Good,Yes,4.745855195,115.1062017
2410,2003,30,Male,Never Married,Some College,Industrial,Very Good,Yes,3.970811611,53.02755112
2411,2006,30,Male,Married,Some College,Industrial,Very Good,No,4.77815125,118.8843593
2412,2003,33,Male,Married,Less than HS Grad,Information,Very Good,No,4.380211242,79.85490031
2413,2005,56,Male,Married,Advanced Degree,Industrial,Very Good,No,4.033423755,56.45386498
2414,2004,46,Male,Divorced,Some College,Information,Very Good,Yes,4.505149978,90.48191336
2415,2003,49,Male,Married,Some College,Industrial,Very Good,Yes,4.653212514,104.9215065
2416,2008,24,Male,Never Married,HS Grad,Industrial,Very Good,No,4.477121255,87.98103279
2417,2009,48,Male,Never Married,Some College,Information,Very Good,Yes,4.991226076,147.1166892
2418,2006,37,Male,Divorced,College Grad,Industrial,Good,No,4.698970004,109.8339856
2419,2007,53,Male,Married,Some College,Industrial,Good,Yes,4.77815125,118.8843593
2420,2004,56,Male,Married,Advanced Degree,Information,Very Good,Yes,4.954242509,141.7751723
2421,2008,34,Male,Married,Some College,Information,Very Good,No,4.69019608,108.8745258
2422,2004,56,Male,Married,Some College,Industrial,Good,Yes,4.653212514,104.9215065
2423,2006,48,Male,Married,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
2424,2006,47,Male,Married,HS Grad,Industrial,Very Good,No,3.301029996,27.14057921
2425,2003,52,Male,Married,Some College,Information,Very Good,Yes,4.255272505,70.47601965
2426,2009,40,Male,Married,Some College,Industrial,Very Good,Yes,5.117271296,166.8793833
2427,2008,25,Male,Married,HS Grad,Information,Very Good,Yes,4.84509804,127.1157438
2428,2009,35,Male,Married,College Grad,Industrial,Very Good,Yes,4.763427994,117.1468169
2429,2006,40,Male,Never Married,Some College,Information,Good,Yes,4.643452676,103.9024706
2430,2009,22,Male,Never Married,HS Grad,Industrial,Very Good,No,3.544068044,34.60741773
2431,2003,50,Male,Divorced,Some College,Information,Good,Yes,4.605305046,100.0134869
2432,2008,48,Male,Separated,Less than HS Grad,Industrial,Very Good,No,4.172369377,64.86896919
2433,2007,40,Male,Never Married,Advanced Degree,Industrial,Very Good,Yes,4.698970004,109.8339856
2434,2003,45,Male,Married,Some College,Information,Very Good,Yes,4.84509804,127.1157438
2435,2004,30,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
2436,2003,46,Male,Married,College Grad,Industrial,Very Good,Yes,4.763427994,117.1468169
2437,2008,34,Male,Married,HS Grad,Industrial,Very Good,Yes,4.903089987,134.7053751
2438,2007,32,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.176091259,65.11085372
2439,2004,53,Male,Married,College Grad,Industrial,Good,Yes,4.963787827,143.1349408
2440,2008,32,Male,Never Married,Some College,Industrial,Very Good,No,4.342422681,76.89360252
2441,2004,39,Male,Married,College Grad,Industrial,Very Good,No,4.602059991,99.6894637
2442,2007,51,Male,Married,College Grad,Information,Very Good,Yes,4.544068044,94.07271475
2443,2004,40,Male,Married,HS Grad,Information,Good,Yes,4.322219295,75.35567932
2444,2009,66,Male,Married,College Grad,Information,Good,Yes,4.84509804,127.1157438
2445,2006,40,Male,Married,College Grad,Industrial,Very Good,Yes,5.113943352,166.3249412
2446,2009,52,Male,Married,Advanced Degree,Information,Very Good,No,4.892094603,133.2323508
2447,2007,36,Male,Married,Some College,Information,Very Good,Yes,4.832508913,125.5254984
2448,2007,32,Male,Never Married,HS Grad,Industrial,Good,Yes,4.494154594,89.49247952
2449,2008,45,Male,Married,HS Grad,Information,Very Good,No,4.431363764,84.04595765
2450,2006,37,Male,Married,HS Grad,Information,Very Good,Yes,5.130333768,169.07354
2451,2004,47,Male,Married,Advanced Degree,Information,Very Good,Yes,5.079181246,160.6424754
2452,2008,49,Male,Married,HS Grad,Industrial,Very Good,Yes,4.970997366,144.1706065
2453,2003,53,Male,Married,Less than HS Grad,Information,Very Good,No,4.301029996,73.77574327
2454,2007,66,Male,Divorced,HS Grad,Information,Good,Yes,4.255272505,70.47601965
2455,2006,33,Male,Married,Less than HS Grad,Information,Good,No,4.301029996,73.77574327
2456,2004,58,Male,Divorced,HS Grad,Industrial,Good,No,4.544068044,94.07271475
2457,2008,41,Male,Married,Advanced Degree,Industrial,Very Good,No,4.421143067,83.19132429
2458,2009,54,Male,Married,Some College,Information,Very Good,Yes,4.903089987,134.7053751
2459,2009,26,Male,Never Married,HS Grad,Industrial,Very Good,No,4.462397998,86.69515483
2460,2008,24,Male,Never Married,HS Grad,Industrial,Good,No,4.255272505,70.47601965
2461,2007,62,Male,Married,College Grad,Information,Very Good,No,4.875061263,130.9821774
2462,2005,63,Male,Married,HS Grad,Information,Very Good,Yes,4.914887667,136.3039976
2463,2005,26,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.736396502,114.0225804
2464,2004,45,Male,Married,HS Grad,Information,Good,Yes,4.664641976,106.1275822
2465,2003,23,Male,Married,HS Grad,Industrial,Very Good,No,4.477121255,87.98103279
2466,2008,31,Male,Married,College Grad,Industrial,Very Good,No,4.755874856,116.2653241
2467,2003,44,Male,Married,Advanced Degree,Information,Very Good,Yes,4.963787827,143.1349408
2468,2003,43,Male,Never Married,Less than HS Grad,Industrial,Good,Yes,4,54.59815003
2469,2004,48,Male,Married,HS Grad,Industrial,Very Good,No,3.875061263,48.18565022
2470,2008,48,Male,Married,College Grad,Information,Very Good,Yes,4.812913357,123.0896998
2471,2006,55,Male,Married,Advanced Degree,Information,Very Good,No,4.767155866,117.5843403
2472,2004,45,Male,Married,Advanced Degree,Information,Very Good,Yes,5.606885241,272.2947832
2473,2008,48,Male,Married,College Grad,Information,Very Good,Yes,4.977723605,145.1436012
2474,2009,63,Male,Married,HS Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
2475,2004,57,Male,Married,HS Grad,Information,Very Good,Yes,4.579783597,97.49329405
2476,2008,69,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
2477,2009,31,Male,Never Married,College Grad,Information,Very Good,Yes,4.84509804,127.1157438
2478,2003,38,Male,Married,College Grad,Information,Very Good,Yes,5.591980114,268.266292
2479,2005,43,Male,Separated,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
2480,2003,19,Male,Never Married,HS Grad,Industrial,Very Good,No,3.949390007,51.90369627
2481,2005,44,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
2482,2007,31,Male,Married,College Grad,Information,Very Good,No,4.903089987,134.7053751
2483,2004,49,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,4.477121255,87.98103279
2484,2006,29,Male,Married,Some College,Information,Good,Yes,4.556302501,95.23071257
2485,2008,26,Male,Married,Some College,Information,Very Good,Yes,4.342422681,76.89360252
2486,2007,37,Male,Married,Advanced Degree,Information,Very Good,Yes,4.755874856,116.2653241
2487,2006,30,Male,Never Married,HS Grad,Industrial,Very Good,No,4.397940009,81.28325328
2488,2009,35,Male,Married,Some College,Industrial,Very Good,Yes,4.879932682,131.621803
2489,2004,40,Male,Married,HS Grad,Industrial,Very Good,Yes,4.763427994,117.1468169
2490,2005,44,Male,Divorced,Advanced Degree,Information,Very Good,Yes,4.230448921,68.74808773
2491,2004,65,Male,Married,HS Grad,Industrial,Good,Yes,4.832508913,125.5254984
2492,2007,54,Male,Married,Some College,Industrial,Very Good,Yes,4.62324929,101.8243521
2493,2009,56,Male,Married,Some College,Industrial,Very Good,Yes,4.944482672,140.3982002
2494,2008,48,Male,Married,College Grad,Information,Very Good,Yes,4.681241237,107.9039239
2495,2009,37,Male,Divorced,Some College,Industrial,Good,No,4.06069784,58.01478201
2496,2005,30,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
2497,2005,46,Male,Married,Advanced Degree,Industrial,Very Good,No,4.447158031,85.38394038
2498,2009,37,Male,Married,HS Grad,Industrial,Good,Yes,4.880813592,131.7378012
2499,2005,58,Male,Divorced,HS Grad,Information,Very Good,No,4.397940009,81.28325328
2500,2007,52,Male,Married,Some College,Industrial,Good,Yes,4.462397998,86.69515483
2501,2006,45,Male,Married,Some College,Information,Good,Yes,5.06069784,157.7005277
2502,2008,33,Male,Married,HS Grad,Industrial,Very Good,No,4.176149161,65.11462388
2503,2004,51,Male,Married,Some College,Industrial,Very Good,No,4.505149978,90.48191336
2504,2008,50,Male,Married,Less than HS Grad,Industrial,Very Good,No,3.84509804,46.7632688
2505,2006,42,Male,Married,HS Grad,Industrial,Good,Yes,4.447158031,85.38394038
2506,2004,46,Male,Never Married,Some College,Industrial,Good,Yes,4.939519253,139.7030715
2507,2005,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
2508,2003,47,Male,Married,Some College,Industrial,Very Good,Yes,4.397940009,81.28325328
2509,2005,47,Male,Married,Advanced Degree,Information,Very Good,No,4.77815125,118.8843593
2510,2004,44,Male,Married,College Grad,Information,Good,No,4.264817823,71.15195654
2511,2008,36,Male,Married,HS Grad,Industrial,Very Good,No,4.176091259,65.11085372
2512,2008,39,Male,Married,HS Grad,Industrial,Good,No,4.176091259,65.11085372
2513,2003,29,Male,Married,College Grad,Information,Very Good,Yes,4.832508913,125.5254984
2514,2005,40,Male,Married,Some College,Information,Very Good,Yes,4.812913357,123.0896998
2515,2007,20,Male,Never Married,Some College,Industrial,Good,Yes,4.260071388,70.81503862
2516,2004,32,Male,Married,Advanced Degree,Information,Very Good,Yes,4.72427587,112.6488963
2517,2003,36,Male,Married,Some College,Industrial,Very Good,Yes,4.462397998,86.69515483
2518,2009,31,Male,Never Married,Some College,Industrial,Very Good,Yes,4.414973348,82.6796373
2519,2005,28,Male,Married,College Grad,Industrial,Very Good,Yes,4.875061263,130.9821774
2520,2005,41,Male,Divorced,Some College,Information,Good,Yes,4.763427994,117.1468169
2521,2004,54,Male,Married,College Grad,Industrial,Very Good,Yes,5.176091259,176.9896505
2522,2004,42,Male,Married,HS Grad,Industrial,Very Good,No,4.77815125,118.8843593
2523,2003,19,Male,Never Married,HS Grad,Information,Good,Yes,4.230448921,68.74808773
2524,2009,59,Male,Married,Some College,Information,Good,No,5.590617833,267.9010869
2525,2003,64,Male,Never Married,Some College,Information,Good,Yes,4.602059991,99.6894637
2526,2003,31,Male,Married,Some College,Industrial,Very Good,Yes,4.5289167,92.65813017
2527,2004,37,Male,Never Married,Some College,Information,Very Good,Yes,4.698970004,109.8339856
2528,2004,30,Male,Married,HS Grad,Industrial,Very Good,Yes,4.477121255,87.98103279
2529,2005,24,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
2530,2006,26,Male,Married,HS Grad,Industrial,Good,No,4.318063335,75.04315402
2531,2004,44,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
2532,2008,39,Male,Married,Advanced Degree,Information,Very Good,Yes,5.623217234,276.7784133
2533,2005,48,Male,Married,Advanced Degree,Information,Very Good,Yes,5.626186335,277.6014175
2534,2004,53,Male,Never Married,HS Grad,Industrial,Good,Yes,4.389166084,80.57319971
2535,2004,42,Male,Married,Advanced Degree,Information,Very Good,Yes,4.740362689,114.4757133
2536,2009,44,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.113943352,166.3249412
2537,2003,25,Male,Never Married,College Grad,Information,Very Good,Yes,4.447158031,85.38394038
2538,2004,46,Male,Married,HS Grad,Industrial,Good,Yes,3.77815125,43.73511168
2539,2003,52,Male,Married,Some College,Information,Very Good,No,4.62324929,101.8243521
2540,2008,33,Male,Married,Some College,Information,Good,Yes,4.477121255,87.98103279
2541,2007,30,Male,Married,Some College,Information,Very Good,No,4.799340549,121.4303138
2542,2007,38,Male,Never Married,Some College,Industrial,Very Good,Yes,4.698970004,109.8339856
2543,2005,29,Male,Never Married,HS Grad,Information,Very Good,Yes,4.380211242,79.85490031
2544,2008,57,Male,Married,College Grad,Industrial,Good,Yes,4.84509804,127.1157438
2545,2003,50,Male,Married,College Grad,Information,Very Good,Yes,4.747411808,115.285517
2546,2008,23,Male,Never Married,Some College,Industrial,Good,No,4.591086878,98.60153978
2547,2006,46,Male,Divorced,Some College,Information,Very Good,Yes,4.973127854,144.4780877
2548,2005,61,Male,Married,College Grad,Industrial,Good,Yes,4.913813852,136.1577108
2549,2007,70,Male,Married,Less than HS Grad,Information,Very Good,No,4.612783857,100.7642728
2550,2009,59,Male,Married,HS Grad,Industrial,Good,Yes,4.342422681,76.89360252
2551,2003,57,Male,Married,HS Grad,Industrial,Good,Yes,4.505149978,90.48191336
2552,2003,25,Male,Never Married,HS Grad,Industrial,Good,No,4.462397998,86.69515483
2553,2005,48,Male,Married,Some College,Industrial,Very Good,Yes,4.819543936,123.9085676
2554,2009,52,Male,Married,Advanced Degree,Information,Good,No,4.176091259,65.11085372
2555,2009,44,Male,Separated,College Grad,Information,Very Good,Yes,4.880813592,131.7378012
2556,2004,40,Male,Married,HS Grad,Industrial,Very Good,Yes,4.204119983,66.96164432
2557,2008,43,Male,Married,College Grad,Information,Good,Yes,5.278753601,196.1252726
2558,2005,51,Male,Married,Some College,Industrial,Good,Yes,5.113943352,166.3249412
2559,2003,43,Male,Married,Less than HS Grad,Information,Very Good,No,4.176091259,65.11085372
2560,2003,42,Male,Married,HS Grad,Industrial,Very Good,Yes,4.792391689,120.5894365
